HomeTeam,AwayTeam,HomeTeamGoals,AwayTeamGoals,Stage,Winner
Nigeria , Tunisia,4.0,2.0,Group D,Home
Morocco , Congo,1.0,0.0,Group D,Home
Nigeria , Congo,0.0,0.0,Group D,Draw
Tunisia , Morocco,0.0,0.0,Group D,Draw
Nigeria , Morocco,2.0,0.0,Group D,Home
Tunisia , Congo,1.0,0.0,Group D,Home
Cameroon , Algeria,2.0,1.0,Quarterfinals,Home
South Africa , Ghana,1.0,0.0,Quarterfinals,Home
Egypt , Tunisia,0.0,1.0,Quarterfinals,Away
Nigeria , Senegal,2.0,1.0,Quarterfinals,Home
Nigeria , South Africa,2.0,0.0,Semifinals,Home
Cameroon , Tunisia,3.0,0.0,Semifinals,Home
South Africa , Tunisia,2.0,2.0,Third place match,Draw
Nigeria , Cameroon,2.0,2.0,Final,Draw
Mali , Liberia,1.0,1.0,Group A,Draw
Algeria , Nigeria,0.0,1.0,Group A,Away
Mali , Nigeria,0.0,0.0,Group A,Draw
Liberia , Algeria,2.0,2.0,Group A,Draw
Mali , Algeria,2.0,0.0,Group A,Home
Liberia , Nigeria,0.0,1.0,Group A,Away
South Africa , Burkina Faso,0.0,0.0,Group B,Draw
Morocco , Ghana,0.0,0.0,Group B,Draw
South Africa , Ghana,0.0,0.0,Group B,Draw
Burkina Faso , Morocco,1.0,2.0,Group B,Away
South Africa , Morocco,3.0,1.0,Group B,Home
Burkina Faso , Ghana,1.0,2.0,Group B,Away
Cameroon , DR Congo,1.0,0.0,Group C,Home
Togo , Ivory Coast,0.0,0.0,Group C,Draw
Cameroon , Ivory Coast,1.0,0.0,Group C,Home
DR Congo , Togo,0.0,0.0,Group C,Draw
Cameroon , Togo,3.0,0.0,Group C,Home
DR Congo , Ivory Coast,3.0,1.0,Group C,Home
Egypt , Senegal,0.0,1.0,Group D,Away
Zambia , Tunisia,0.0,0.0,Group D,Draw
Egypt , Tunisia,1.0,0.0,Group D,Home
Senegal , Zambia,1.0,0.0,Group D,Home
Egypt , Zambia,2.0,1.0,Group D,Home
Senegal , Tunisia,0.0,0.0,Group D,Draw
South Africa , Mali,0.0,2.0,Quarterfinals,Away
Nigeria , Ghana,1.0,0.0,Quarterfinals,Home
Cameroon , Egypt,1.0,0.0,Quarterfinals,Home
Senegal , DR Congo,2.0,0.0,Quarterfinals,Home
Nigeria , Senegal,1.0,2.0,Semifinals,Away
Mali , Cameroon,0.0,3.0,Semifinals,Away
Nigeria , Mali,1.0,0.0,Third place match,Home
Senegal , Cameroon,0.0,0.0,Final,Draw
Tunisia , Rwanda,2.0,1.0,Group A,Home
DR Congo , Guinea,1.0,2.0,Group A,Away
Rwanda , Guinea,1.0,1.0,Group A,Draw
Tunisia , DR Congo,3.0,0.0,Group A,Home
Tunisia , Guinea,1.0,1.0,Group A,Draw
Rwanda , DR Congo,1.0,0.0,Group A,Home
Kenya , Mali,1.0,3.0,Group B,Away
Senegal , Burkina Faso,0.0,0.0,Group B,Draw
Senegal , Kenya,3.0,0.0,Group B,Home
Burkina Faso , Mali,1.0,3.0,Group B,Away
Senegal , Mali,1.0,1.0,Group B,Draw
Burkina Faso , Kenya,0.0,3.0,Group B,Away
Zimbabwe , Egypt,1.0,2.0,Group C,Away
Cameroon , Algeria,1.0,1.0,Group C,Draw
Cameroon , Zimbabwe,5.0,3.0,Group C,Home
Algeria , Egypt,2.0,1.0,Group C,Home
Cameroon , Egypt,0.0,0.0,Group C,Draw
Algeria , Zimbabwe,1.0,2.0,Group C,Away
Nigeria , Morocco,0.0,1.0,Group D,Away
South Africa , Benin,2.0,0.0,Group D,Home
Nigeria , South Africa,4.0,0.0,Group D,Home
Morocco , Benin,4.0,0.0,Group D,Home
Morocco , South Africa,1.0,1.0,Group D,Draw
Nigeria , Benin,2.0,1.0,Group D,Home
Mali , Guinea,2.0,1.0,Quarter-finals,Home
Tunisia , Senegal,1.0,0.0,Quarter-finals,Home
Cameroon , Nigeria,1.0,2.0,Quarter-finals,Away
Morocco , Algeria,3.0,1.0,Quarter-finals,Home
Tunisia , Nigeria,1.0,1.0,Semi-finals,Draw
Morocco , Mali,4.0,0.0,Semi-finals,Home
Nigeria , Mali,2.0,1.0,Third place match,Home
Tunisia , Morocco,2.0,1.0,Final,Home
Egypt , Libya,3.0,0.0,Group A,Home
Morocco , Ivory Coast,0.0,1.0,Group A,Away
Libya , Ivory Coast,1.0,2.0,Group A,Away
Egypt , Morocco,0.0,0.0,Group A,Draw
Egypt , Ivory Coast,3.0,1.0,Group A,Home
Libya , Morocco,0.0,0.0,Group A,Draw
Cameroon , Angola,3.0,1.0,Group B,Home
Togo , DR Congo,0.0,2.0,Group B,Away
Angola , DR Congo,0.0,0.0,Group B,Draw
Cameroon , Togo,2.0,0.0,Group B,Home
Angola , Togo,3.0,2.0,Group B,Home
Cameroon , DR Congo,2.0,0.0,Group B,Home
Tunisia , Zambia,4.0,1.0,Group C,Home
South Africa , Guinea,0.0,2.0,Group C,Away
Zambia , Guinea,1.0,2.0,Group C,Away
Tunisia , South Africa,2.0,0.0,Group C,Home
Tunisia , Guinea,0.0,3.0,Group C,Away
Zambia , South Africa,1.0,0.0,Group C,Home
Nigeria , Ghana,1.0,0.0,Group D,Home
Zimbabwe , Senegal,0.0,2.0,Group D,Away
Ghana , Senegal,1.0,0.0,Group D,Home
Nigeria , Zimbabwe,2.0,0.0,Group D,Home
Nigeria , Senegal,2.0,1.0,Group D,Home
Ghana , Zimbabwe,1.0,2.0,Group D,Away
Guinea , Senegal,2.0,3.0,Quarter-finals,Away
Egypt , DR Congo,4.0,1.0,Quarter-finals,Home
Nigeria , Tunisia,1.0,1.0,Quarter-finals,Draw
Cameroon , Ivory Coast,1.0,1.0,Quarter-finals,Draw
Egypt , Senegal,2.0,1.0,Semi-finals,Home
Nigeria , Ivory Coast,0.0,1.0,Semi-finals,Away
Senegal , Nigeria,0.0,1.0,Third-place match,Away
Egypt , Ivory Coast,0.0,0.0,Final,Draw
Ghana , Guinea,2.0,1.0,Group A,Home
Namibia , Morocco,1.0,5.0,Group A,Away
Guinea , Morocco,3.0,2.0,Group A,Home
Ghana , Namibia,1.0,0.0,Group A,Home
Ghana , Morocco,2.0,0.0,Group A,Home
Guinea , Namibia,1.0,1.0,Group A,Draw
Nigeria , Ivory Coast,0.0,1.0,Group B,Away
Mali , Benin,1.0,0.0,Group B,Home
Ivory Coast , Benin,4.0,1.0,Group B,Home
Nigeria , Mali,0.0,0.0,Group B,Draw
Nigeria , Benin,2.0,0.0,Group B,Home
Ivory Coast , Mali,3.0,0.0,Group B,Home
Egypt , Cameroon,4.0,2.0,Group C,Home
Sudan , Zambia,0.0,3.0,Group C,Away
Cameroon , Zambia,5.0,1.0,Group C,Home
Egypt , Sudan,3.0,0.0,Group C,Home
Cameroon , Sudan,3.0,0.0,Group C,Home
Egypt , Zambia,1.0,1.0,Group C,Draw
Tunisia , Senegal,2.0,2.0,Group D,Draw
South Africa , Angola,1.0,1.0,Group D,Draw
Senegal , Angola,1.0,3.0,Group D,Away
Tunisia , South Africa,3.0,1.0,Group D,Home
Senegal , South Africa,1.0,1.0,Group D,Draw
Tunisia , Angola,0.0,0.0,Group D,Draw
Ghana , Nigeria,2.0,1.0,Quarter-finals,Home
Ivory Coast , Guinea,5.0,0.0,Quarter-finals,Home
Egypt , Angola,2.0,1.0,Quarter-finals,Home
Tunisia , Cameroon,2.0,3.0,Quarter-finals,Away
Ghana , Cameroon,0.0,1.0,Semi-finals,Away
Ivory Coast , Egypt,1.0,4.0,Semi-finals,Away
Ghana , Ivory Coast,4.0,2.0,Third place match,Home
Cameroon , Egypt,0.0,1.0,Final,Away
Angola , Mali,4.0,4.0,Group A,Draw
Malawi , Algeria,3.0,0.0,Group A,Home
Mali , Algeria,0.0,1.0,Group A,Away
Angola , Malawi,2.0,0.0,Group A,Home
Angola , Algeria,0.0,0.0,Group A,Draw
Mali , Malawi,3.0,1.0,Group A,Home
Ivory Coast , Burkina Faso,0.0,0.0,Group B,Draw
Ghana , Togo,,,Group B,Draw
Burkina Faso , Togo,,,Group B,Draw
Ivory Coast , Ghana,3.0,1.0,Group B,Home
Burkina Faso , Ghana,0.0,1.0,Group B,Away
Ivory Coast , Togo,,,Group B,Draw
Egypt , Nigeria,3.0,1.0,Group C,Home
Mozambique , Benin,2.0,2.0,Group C,Draw
Nigeria , Benin,1.0,0.0,Group C,Home
Egypt , Mozambique,2.0,0.0,Group C,Home
Egypt , Benin,2.0,0.0,Group C,Home
Nigeria , Mozambique,3.0,0.0,Group C,Home
Cameroon , Gabon,0.0,1.0,Group D,Away
Zambia , Tunisia,1.0,1.0,Group D,Draw
Gabon , Tunisia,0.0,0.0,Group D,Draw
Cameroon , Zambia,3.0,2.0,Group D,Home
Gabon , Zambia,1.0,2.0,Group D,Away
Cameroon , Tunisia,2.0,2.0,Group D,Draw
Angola , Ghana,0.0,1.0,Quarter-finals,Away
Ivory Coast , Algeria,2.0,3.0,Quarter-finals,Away
Egypt , Cameroon,3.0,1.0,Quarter-finals,Home
Zambia , Nigeria,0.0,0.0,Quarter-finals,Draw
Ghana , Nigeria,1.0,0.0,Semi-finals,Home
Algeria , Egypt,0.0,4.0,Semi-finals,Away
Nigeria , Algeria,1.0,0.0,Third place play-off,Home
Ghana , Egypt,0.0,1.0,Final,Away
Zambia , Sudan,3.0,0.0,Quarterfinals,Home
Ivory Coast , Equatorial Guinea,3.0,0.0,Quarterfinals,Home
Gabon , Mali,1.0,1.0,Quarterfinals,Draw
Ghana , Tunisia,2.0,1.0,Quarterfinals,Home
Zambia , Ghana,1.0,0.0,Semifinals,Home
Mali , Ivory Coast,0.0,1.0,Semifinals,Away
Ghana , Mali,0.0,2.0,Third place match,Away
Zambia , Ivory Coast,0.0,0.0,Final,Draw
Ghana , Cape Verde,2.0,0.0,Quarter-finals,Home
South Africa , Mali,1.0,1.0,Quarter-finals,Draw
Ivory Coast , Nigeria,1.0,2.0,Quarter-finals,Away
Burkina Faso , Togo,1.0,0.0,Quarter-finals,Home
Mali , Nigeria,1.0,4.0,Semi-finals,Away
Burkina Faso , Ghana,1.0,1.0,Semi-finals,Draw
Mali , Ghana,3.0,1.0,Third place play-off,Home
Nigeria , Burkina Faso,1.0,0.0,Final,Home
Congo , DR Congo,2.0,4.0,Quarter-finals,Away
Tunisia , Equatorial Guinea,1.0,2.0,Quarter-finals,Away
Ghana , Guinea,3.0,0.0,Quarter-finals,Home
Ivory Coast , Algeria,3.0,1.0,Quarter-finals,Home
DR Congo , Ivory Coast,1.0,3.0,Semi-finals,Away
Ghana , Equatorial Guinea,3.0,0.0,Semi-finals,Home
DR Congo , Equatorial Guinea,0.0,0.0,Third place play-off,Draw
Ivory Coast , Ghana,0.0,0.0,Final,Draw
Gabon , Guinea-Bissau,1.0,1.0,Group A,Draw
Burkina Faso , Cameroon,1.0,1.0,Group A,Draw
Gabon , Burkina Faso,1.0,1.0,Group A,Draw
Cameroon , Guinea-Bissau,2.0,1.0,Group A,Home
Cameroon , Gabon,0.0,0.0,Group A,Draw
Guinea-Bissau , Burkina Faso,0.0,2.0,Group A,Away
Algeria , Zimbabwe,2.0,2.0,Group B,Draw
Tunisia , Senegal,0.0,2.0,Group B,Away
Algeria , Tunisia,1.0,2.0,Group B,Away
Senegal , Zimbabwe,2.0,0.0,Group B,Home
Senegal , Algeria,2.0,2.0,Group B,Draw
Zimbabwe , Tunisia,2.0,4.0,Group B,Away
Ivory Coast , Togo,0.0,0.0,Group C,Draw
DR Congo , Morocco,1.0,0.0,Group C,Home
Ivory Coast , DR Congo,2.0,2.0,Group C,Draw
Morocco , Togo,3.0,1.0,Group C,Home
Morocco , Ivory Coast,1.0,0.0,Group C,Home
Togo , DR Congo,1.0,3.0,Group C,Away
Ghana , Uganda,1.0,0.0,Group D,Home
Mali , Egypt,0.0,0.0,Group D,Draw
Ghana , Mali,1.0,0.0,Group D,Home
Egypt , Uganda,1.0,0.0,Group D,Home
Egypt , Ghana,1.0,0.0,Group D,Home
Uganda , Mali,1.0,1.0,Group D,Draw
Burkina Faso , Tunisia,2.0,0.0,Quarter-finals,Home
Senegal , Cameroon,0.0,0.0,Quarter-finals,Draw
DR Congo , Ghana,1.0,2.0,Quarter-finals,Away
Egypt , Morocco,1.0,0.0,Quarter-finals,Home
Burkina Faso , Egypt,1.0,1.0,Semi-finals,Draw
Cameroon , Ghana,2.0,0.0,Semi-finals,Home
Burkina Faso , Ghana,1.0,0.0,Third place play-off,Home
Egypt , Cameroon,1.0,2.0,Final,Away
Egypt , Zimbabwe,1.0,0.0,Group A,Home
DR Congo , Uganda,0.0,2.0,Group A,Away
Uganda , Zimbabwe,1.0,1.0,Group A,Draw
Egypt , DR Congo,2.0,0.0,Group A,Home
Uganda , Egypt,0.0,2.0,Group A,Away
Zimbabwe , DR Congo,0.0,4.0,Group A,Away
Nigeria , Burundi,1.0,0.0,Group B,Home
Guinea , Madagascar,2.0,2.0,Group B,Draw
Nigeria , Guinea,1.0,0.0,Group B,Home
Madagascar , Burundi,1.0,0.0,Group B,Home
Madagascar , Nigeria,2.0,0.0,Group B,Home
Burundi , Guinea,0.0,2.0,Group B,Away
Senegal , Tanzania,2.0,0.0,Group C,Home
Algeria , Kenya,2.0,0.0,Group C,Home
Senegal , Algeria,0.0,1.0,Group C,Away
Kenya , Tanzania,3.0,2.0,Group C,Home
Kenya , Senegal,0.0,3.0,Group C,Away
Tanzania , Algeria,0.0,3.0,Group C,Away
Morocco , Namibia,1.0,0.0,Group D,Home
Ivory Coast , South Africa,1.0,0.0,Group D,Home
Morocco , Ivory Coast,1.0,0.0,Group D,Home
South Africa , Namibia,1.0,0.0,Group D,Home
South Africa , Morocco,0.0,1.0,Group D,Away
Namibia , Ivory Coast,1.0,4.0,Group D,Away
Tunisia , Angola,1.0,1.0,Group E,Draw
Mali , Mauritania,4.0,1.0,Group E,Home
Tunisia , Mali,1.0,1.0,Group E,Draw
Mauritania , Angola,0.0,0.0,Group E,Draw
Mauritania , Tunisia,0.0,0.0,Group E,Draw
Angola , Mali,0.0,1.0,Group E,Away
Cameroon , Guinea-Bissau,2.0,0.0,Group F,Home
Ghana , Benin,2.0,2.0,Group F,Draw
Cameroon , Ghana,0.0,0.0,Group F,Draw
Benin , Guinea-Bissau,0.0,0.0,Group F,Draw
Benin , Cameroon,0.0,0.0,Group F,Draw
Guinea-Bissau , Ghana,0.0,2.0,Group F,Away
Morocco , Benin,1.0,1.0,Round of 16,Draw
Uganda , Senegal,0.0,1.0,Round of 16,Away
Nigeria , Cameroon,3.0,2.0,Round of 16,Home
Egypt , South Africa,0.0,1.0,Round of 16,Away
Madagascar , DR Congo,2.0,2.0,Round of 16,Draw
Algeria , Guinea,3.0,0.0,Round of 16,Home
Mali , Ivory Coast,0.0,1.0,Round of 16,Away
Ghana , Tunisia,1.0,1.0,Round of 16,Draw
Senegal , Benin,1.0,0.0,Quarter-finals,Home
Nigeria , South Africa,2.0,1.0,Quarter-finals,Home
Ivory Coast , Algeria,1.0,1.0,Quarter-finals,Draw
Madagascar , Tunisia,0.0,3.0,Quarter-finals,Away
Senegal , Tunisia,1.0,0.0,Semi-finals,Home
Algeria , Nigeria,2.0,1.0,Semi-finals,Home
Tunisia , Nigeria,0.0,1.0,Third place play-off,Away
Senegal , Algeria,0.0,1.0,Final,Away
Cameroon , Burkina Faso,2.0,1.0,Group A,Home
Ethiopia , Cape Verde,0.0,1.0,Group A,Away
Cameroon , Ethiopia,4.0,1.0,Group A,Home
Cape Verde , Burkina Faso,0.0,1.0,Group A,Away
Cape Verde , Cameroon,1.0,1.0,Group A,Draw
Burkina Faso , Ethiopia,1.0,1.0,Group A,Draw
Senegal , Zimbabwe,1.0,0.0,Group B,Home
Guinea , Malawi,1.0,0.0,Group B,Home
Senegal , Guinea,0.0,0.0,Group B,Draw
Malawi , Zimbabwe,2.0,1.0,Group B,Home
Malawi , Senegal,0.0,0.0,Group B,Draw
Zimbabwe , Guinea,2.0,1.0,Group B,Home
Morocco , Ghana,1.0,0.0,Group C,Home
Comoros , Gabon,0.0,1.0,Group C,Away
Morocco , Comoros,2.0,0.0,Group C,Home
Gabon , Ghana,1.0,1.0,Group C,Draw
Gabon , Morocco,2.0,2.0,Group C,Draw
Ghana , Comoros,2.0,3.0,Group C,Away
Nigeria , Egypt,1.0,0.0,Group D,Home
Sudan , Guinea-Bissau,0.0,0.0,Group D,Draw
Nigeria , Sudan,3.0,1.0,Group D,Home
Guinea-Bissau , Egypt,0.0,1.0,Group D,Away
Guinea-Bissau , Nigeria,0.0,2.0,Group D,Away
Egypt , Sudan,1.0,0.0,Group D,Home
Algeria , Sierra Leone,0.0,0.0,Group E,Draw
Equatorial Guinea , Ivory Coast,0.0,1.0,Group E,Away
Ivory Coast , Sierra Leone,2.0,2.0,Group E,Draw
Algeria , Equatorial Guinea,0.0,1.0,Group E,Away
Ivory Coast , Algeria,3.0,1.0,Group E,Home
Sierra Leone , Equatorial Guinea,0.0,1.0,Group E,Away
Tunisia , Mali,0.0,1.0,Group F,Away
Mauritania , Gambia,0.0,1.0,Group F,Away
Gambia , Mali,1.0,1.0,Group F,Draw
Tunisia , Mauritania,4.0,0.0,Group F,Home
Gambia , Tunisia,1.0,0.0,Group F,Home
Mali , Mauritania,2.0,0.0,Group F,Home
Burkina Faso , Gabon,1.0,1.0,Round of 16,Draw
Nigeria , Tunisia,0.0,1.0,Round of 16,Away
Guinea , Gambia,0.0,1.0,Round of 16,Away
Cameroon , Comoros,2.0,1.0,Round of 16,Home
Senegal , Cape Verde,2.0,0.0,Round of 16,Home
Morocco , Malawi,2.0,1.0,Round of 16,Home
Ivory Coast , Egypt,0.0,0.0,Round of 16,Draw
Mali , Equatorial Guinea,0.0,0.0,Round of 16,Draw
Gambia , Cameroon,0.0,2.0,Quarter-finals,Away
Burkina Faso , Tunisia,1.0,0.0,Quarter-finals,Home
Egypt , Morocco,2.0,1.0,Quarter-finals,Home
Senegal , Equatorial Guinea,3.0,1.0,Quarter-finals,Home
Burkina Faso , Senegal,1.0,3.0,Semi-finals,Away
Cameroon , Egypt,0.0,0.0,Semi-finals,Draw
Burkina Faso , Cameroon,3.0,3.0,Third place play-off,Draw
Senegal , Egypt,0.0,0.0,Final,Draw
